company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
ADANIPOWER,Mar 2023,-,-,-,Pre-Revenue
ADANIPOWER,Mar 2024,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2012,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2013,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2014,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2015,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2016,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2017,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2018,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2019,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2020,-,-,-,Pre-Revenue
AMBUJACEM,Dec 2021,-,-,-,Pre-Revenue
AMBUJACEM,Mar 2023,-,-,-,Pre-Revenue
AMBUJACEM,Mar 2024,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2013,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2014,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2015,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2016,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2017,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2018,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2019,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2020,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2021,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2022,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2023,-,-,-,Pre-Revenue
APOLLOHOSP,Mar 2024,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2013,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2014,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2015,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2016,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2017,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2018,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2019,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2020,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2021,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2022,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2023,-,-,-,Pre-Revenue
ASIANPAINT,Mar 2024,-,-,-,Pre-Revenue
AGTL,Mar 2018,-,-,-,Pre-Revenue
AGTL,Mar 2019,-,-,-,Pre-Revenue
AGTL,Mar 2020,-,-,-,Pre-Revenue
AGTL,Mar 2021,-,-,-,Pre-Revenue
AGTL,Mar 2022,-,-,-,Pre-Revenue
AGTL,Mar 2023,-,-,-,Pre-Revenue
AGTL,Mar 2024,-,-,-,Pre-Revenue
AXISBANK,Mar 2013,-,-,-,Pre-Revenue
AXISBANK,Mar 2014,-,-,-,Pre-Revenue
AXISBANK,Mar 2015,-,-,-,Pre-Revenue
AXISBANK,Mar 2016,-,-,-,Pre-Revenue
AXISBANK,Mar 2017,-,-,-,Pre-Revenue
AXISBANK,Mar 2018,-,-,-,Pre-Revenue
AXISBANK,Mar 2019,-,-,-,Pre-Revenue
AXISBANK,Mar 2020,-,-,-,Pre-Revenue
AXISBANK,Mar 2021,-,-,-,Pre-Revenue
AXISBANK,Mar 2022,-,-,-,Pre-Revenue
AXISBANK,Mar 2023,-,-,-,Pre-Revenue
AXISBANK,Mar 2024,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2013,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2014,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2015,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2016,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2017,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2018,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2019,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2020,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2021,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2022,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2023,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2024,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2013,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2014,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2015,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2016,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2017,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2018,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2019,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2020,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2021,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2022,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2023,-,-,-,Pre-Revenue
BAJAJ-AUTO,Mar 2024,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2013,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2014,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2015,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2016,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2017,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2018,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2019,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2020,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2021,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2022,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2023,-,-,-,Pre-Revenue
BAJAJFINSV,Mar 2024,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2013,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2014,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2015,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2016,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2017,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2018,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2019,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2020,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2021,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2022,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2023,-,-,-,Pre-Revenue
BAJAJHLDNG,Mar 2024,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2015,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2016,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2017,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2018,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2019,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2020,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2021,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2022,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2023,-,-,-,Pre-Revenue
BAJFINANCE,Mar 2024,-,-,-,Pre-Revenue
BANKBARODA,Mar 2013,-,-,-,Pre-Revenue
BANKBARODA,Mar 2014,-,-,-,Pre-Revenue
BANKBARODA,Mar 2015,-,-,-,Pre-Revenue
BANKBARODA,Mar 2016,-,-,-,Pre-Revenue
BANKBARODA,Mar 2017,-,-,-,Pre-Revenue
BANKBARODA,Mar 2018,-,-,-,Pre-Revenue
BANKBARODA,Mar 2019,-,-,-,Pre-Revenue
BANKBARODA,Mar 2020,-,-,-,Pre-Revenue
BANKBARODA,Mar 2021,-,-,-,Pre-Revenue
BANKBARODA,Mar 2022,-,-,-,Pre-Revenue
BANKBARODA,Mar 2023,-,-,-,Pre-Revenue
BANKBARODA,Mar 2024,-,-,-,Pre-Revenue
BEL,Mar 2013,-,-,-,Pre-Revenue
BEL,Mar 2014,-,-,-,Pre-Revenue
BEL,Mar 2015,-,-,-,Pre-Revenue
BEL,Mar 2016,-,-,-,Pre-Revenue
BEL,Mar 2017,-,-,-,Pre-Revenue
BEL,Mar 2018,-,-,-,Pre-Revenue
BEL,Mar 2019,-,-,-,Pre-Revenue
BEL,Mar 2020,-,-,-,Pre-Revenue
BEL,Mar 2021,-,-,-,Pre-Revenue
BEL,Mar 2022,-,-,-,Pre-Revenue
BEL,Mar 2023,-,-,-,Pre-Revenue
BEL,Mar 2024,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2013,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2014,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2015,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2016,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2017,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2018,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2019,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2020,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2021,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2022,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2023,-,-,-,Pre-Revenue
BHARTIARTL,Mar 2024,-,-,-,Pre-Revenue
BHEL,Mar 2013,-,-,-,Pre-Revenue
BHEL,Mar 2014,-,-,-,Pre-Revenue
BHEL,Mar 2015,-,-,-,Pre-Revenue
BHEL,Mar 2016,-,-,-,Pre-Revenue
BHEL,Mar 2017,-,-,-,Pre-Revenue
BHEL,Mar 2018,-,-,-,Pre-Revenue
BHEL,Mar 2019,-,-,-,Pre-Revenue
BHEL,Mar 2020,-,-,-,Pre-Revenue
BHEL,Mar 2021,-,-,-,Pre-Revenue
BHEL,Mar 2022,-,-,-,Pre-Revenue
BHEL,Mar 2023,-,-,-,Pre-Revenue
BHEL,Mar 2024,-,-,-,Pre-Revenue
BOSCHLTD,Dec 2012,-,-,-,Pre-Revenue
BOSCHLTD,Dec 2013,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2015,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2016,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2017,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2018,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2019,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2020,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2021,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2022,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2023,-,-,-,Pre-Revenue
BOSCHLTD,Mar 2024,-,-,-,Pre-Revenue
BPCL,Mar 2013,-,-,-,Pre-Revenue
BPCL,Mar 2014,-,-,-,Pre-Revenue
BPCL,Mar 2015,-,-,-,Pre-Revenue
BPCL,Mar 2016,-,-,-,Pre-Revenue
BPCL,Mar 2017,-,-,-,Pre-Revenue
BPCL,Mar 2018,-,-,-,Pre-Revenue
BPCL,Mar 2019,-,-,-,Pre-Revenue
BPCL,Mar 2020,-,-,-,Pre-Revenue
BPCL,Mar 2021,-,-,-,Pre-Revenue
BPCL,Mar 2022,-,-,-,Pre-Revenue
BPCL,Mar 2023,-,-,-,Pre-Revenue
BPCL,Mar 2024,-,-,-,Pre-Revenue
BRITANNIA,Mar 2013,-,-,-,Pre-Revenue
BRITANNIA,Mar 2014,-,-,-,Pre-Revenue
BRITANNIA,Mar 2015,-,-,-,Pre-Revenue
BRITANNIA,Mar 2016,-,-,-,Pre-Revenue
BRITANNIA,Mar 2017,-,-,-,Pre-Revenue
BRITANNIA,Mar 2018,-,-,-,Pre-Revenue
BRITANNIA,Mar 2019,-,-,-,Pre-Revenue
BRITANNIA,Mar 2020,-,-,-,Pre-Revenue
BRITANNIA,Mar 2021,-,-,-,Pre-Revenue
BRITANNIA,Mar 2022,-,-,-,Pre-Revenue
BRITANNIA,Mar 2023,-,-,-,Pre-Revenue
BRITANNIA,Mar 2024,-,-,-,Pre-Revenue
CANBK,Mar 2013,-,-,-,Pre-Revenue
CANBK,Mar 2014,-,-,-,Pre-Revenue
CANBK,Mar 2015,-,-,-,Pre-Revenue
CANBK,Mar 2016,-,-,-,Pre-Revenue
CANBK,Mar 2017,-,-,-,Pre-Revenue
CANBK,Mar 2018,-,-,-,Pre-Revenue
CANBK,Mar 2019,-,-,-,Pre-Revenue
CANBK,Mar 2020,-,-,-,Pre-Revenue
CANBK,Mar 2021,-,-,-,Pre-Revenue
CANBK,Mar 2022,-,-,-,Pre-Revenue
CANBK,Mar 2023,-,-,-,Pre-Revenue
CANBK,Mar 2024,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2013,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2014,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2015,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2016,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2017,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2018,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2019,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2020,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2021,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2022,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2023,-,-,-,Pre-Revenue
CHOLAFIN,Mar 2024,-,-,-,Pre-Revenue
CIPLA,Mar 2013,-,-,-,Pre-Revenue
CIPLA,Mar 2014,-,-,-,Pre-Revenue
CIPLA,Mar 2015,-,-,-,Pre-Revenue
CIPLA,Mar 2016,-,-,-,Pre-Revenue
CIPLA,Mar 2017,-,-,-,Pre-Revenue
CIPLA,Mar 2018,-,-,-,Pre-Revenue
CIPLA,Mar 2019,-,-,-,Pre-Revenue
CIPLA,Mar 2020,-,-,-,Pre-Revenue
CIPLA,Mar 2021,-,-,-,Pre-Revenue
CIPLA,Mar 2022,-,-,-,Pre-Revenue
CIPLA,Mar 2023,-,-,-,Pre-Revenue
CIPLA,Mar 2024,-,-,-,Pre-Revenue
COALINDIA,Mar 2013,-,-,-,Pre-Revenue
COALINDIA,Mar 2014,-,-,-,Pre-Revenue
COALINDIA,Mar 2015,-,-,-,Pre-Revenue
COALINDIA,Mar 2016,-,-,-,Pre-Revenue
COALINDIA,Mar 2017,-,-,-,Pre-Revenue
COALINDIA,Mar 2018,-,-,-,Pre-Revenue
COALINDIA,Mar 2019,-,-,-,Pre-Revenue
COALINDIA,Mar 2020,-,-,-,Pre-Revenue
COALINDIA,Mar 2021,-,-,-,Pre-Revenue
COALINDIA,Mar 2022,-,-,-,Pre-Revenue
COALINDIA,Mar 2023,-,-,-,Pre-Revenue
COALINDIA,Mar 2024,-,-,-,Pre-Revenue
DABUR,Mar 2013,-,-,-,Pre-Revenue
DABUR,Mar 2014,-,-,-,Pre-Revenue
DABUR,Mar 2015,-,-,-,Pre-Revenue
DABUR,Mar 2016,-,-,-,Pre-Revenue
DABUR,Mar 2017,-,-,-,Pre-Revenue
DABUR,Mar 2018,-,-,-,Pre-Revenue
DABUR,Mar 2019,-,-,-,Pre-Revenue
DABUR,Mar 2020,-,-,-,Pre-Revenue
DABUR,Mar 2021,-,-,-,Pre-Revenue
DABUR,Mar 2022,-,-,-,Pre-Revenue
DABUR,Mar 2023,-,-,-,Pre-Revenue
DABUR,Mar 2024,-,-,-,Pre-Revenue
DIVISLAB,Mar 2013,-,-,-,Pre-Revenue
DIVISLAB,Mar 2014,-,-,-,Pre-Revenue
DIVISLAB,Mar 2015,-,-,-,Pre-Revenue
DIVISLAB,Mar 2016,-,-,-,Pre-Revenue
DIVISLAB,Mar 2017,-,-,-,Pre-Revenue
DIVISLAB,Mar 2018,-,-,-,Pre-Revenue
DIVISLAB,Mar 2019,-,-,-,Pre-Revenue
DIVISLAB,Mar 2020,-,-,-,Pre-Revenue
DIVISLAB,Mar 2021,-,-,-,Pre-Revenue
DIVISLAB,Mar 2022,-,-,-,Pre-Revenue
DIVISLAB,Mar 2023,-,-,-,Pre-Revenue
DIVISLAB,Mar 2024,-,-,-,Pre-Revenue
DLF,Mar 2013,-,-,-,Pre-Revenue
DLF,Mar 2014,-,-,-,Pre-Revenue
DLF,Mar 2015,-,-,-,Pre-Revenue
DLF,Mar 2016,-,-,-,Pre-Revenue
DLF,Mar 2017,-,-,-,Pre-Revenue
DLF,Mar 2018,-,-,-,Pre-Revenue
DLF,Mar 2019,-,-,-,Pre-Revenue
DLF,Mar 2020,-,-,-,Pre-Revenue
DLF,Mar 2021,-,-,-,Pre-Revenue
DLF,Mar 2022,-,-,-,Pre-Revenue
DLF,Mar 2023,-,-,-,Pre-Revenue
DLF,Mar 2024,-,-,-,Pre-Revenue
DMART,Mar 2013,-,-,-,Pre-Revenue
DMART,Mar 2014,-,-,-,Pre-Revenue
DMART,Mar 2015,-,-,-,Pre-Revenue
DMART,Mar 2016,-,-,-,Pre-Revenue
DMART,Mar 2017,-,-,-,Pre-Revenue
DMART,Mar 2018,-,-,-,Pre-Revenue
DMART,Mar 2019,-,-,-,Pre-Revenue
DMART,Mar 2020,-,-,-,Pre-Revenue
DMART,Mar 2021,-,-,-,Pre-Revenue
DMART,Mar 2022,-,-,-,Pre-Revenue
DMART,Mar 2023,-,-,-,Pre-Revenue
DMART,Mar 2024,-,-,-,Pre-Revenue
DRREDDY,Mar 2013,-,-,-,Pre-Revenue
DRREDDY,Mar 2014,-,-,-,Pre-Revenue
DRREDDY,Mar 2015,-,-,-,Pre-Revenue
DRREDDY,Mar 2016,-,-,-,Pre-Revenue
DRREDDY,Mar 2017,-,-,-,Pre-Revenue
DRREDDY,Mar 2018,-,-,-,Pre-Revenue
DRREDDY,Mar 2019,-,-,-,Pre-Revenue
DRREDDY,Mar 2020,-,-,-,Pre-Revenue
DRREDDY,Mar 2021,-,-,-,Pre-Revenue
DRREDDY,Mar 2022,-,-,-,Pre-Revenue
DRREDDY,Mar 2023,-,-,-,Pre-Revenue
DRREDDY,Mar 2024,-,-,-,Pre-Revenue
EICHERMOT,Dec 2012,-,-,-,Pre-Revenue
EICHERMOT,Dec 2013,-,-,-,Pre-Revenue
EICHERMOT,Dec 2014,-,-,-,Pre-Revenue
EICHERMOT,Mar 2016,-,-,-,Pre-Revenue
EICHERMOT,Mar 2017,-,-,-,Pre-Revenue
EICHERMOT,Mar 2018,-,-,-,Pre-Revenue
EICHERMOT,Mar 2019,-,-,-,Pre-Revenue
EICHERMOT,Mar 2020,-,-,-,Pre-Revenue
EICHERMOT,Mar 2021,-,-,-,Pre-Revenue
EICHERMOT,Mar 2022,-,-,-,Pre-Revenue
EICHERMOT,Mar 2023,-,-,-,Pre-Revenue
EICHERMOT,Mar 2024,-,-,-,Pre-Revenue
GAIL,Mar 2013,-,-,-,Pre-Revenue
GAIL,Mar 2014,-,-,-,Pre-Revenue
GAIL,Mar 2015,-,-,-,Pre-Revenue
GAIL,Mar 2016,-,-,-,Pre-Revenue
GAIL,Mar 2017,-,-,-,Pre-Revenue
GAIL,Mar 2018,-,-,-,Pre-Revenue
GAIL,Mar 2019,-,-,-,Pre-Revenue
GAIL,Mar 2020,-,-,-,Pre-Revenue
GAIL,Mar 2021,-,-,-,Pre-Revenue
GAIL,Mar 2022,-,-,-,Pre-Revenue
GAIL,Mar 2023,-,-,-,Pre-Revenue
GAIL,Mar 2024,-,-,-,Pre-Revenue
GODREJCP,Mar 2013,-,-,-,Pre-Revenue
GODREJCP,Mar 2014,-,-,-,Pre-Revenue
GODREJCP,Mar 2015,-,-,-,Pre-Revenue
GODREJCP,Mar 2016,-,-,-,Pre-Revenue
GODREJCP,Mar 2017,-,-,-,Pre-Revenue
GODREJCP,Mar 2018,-,-,-,Pre-Revenue
GODREJCP,Mar 2019,-,-,-,Pre-Revenue
GODREJCP,Mar 2020,-,-,-,Pre-Revenue
GODREJCP,Mar 2021,-,-,-,Pre-Revenue
GODREJCP,Mar 2022,-,-,-,Pre-Revenue
GODREJCP,Mar 2023,-,-,-,Pre-Revenue
GODREJCP,Mar 2024,-,-,-,Pre-Revenue
GRASIM,Mar 2013,-,-,-,Pre-Revenue
GRASIM,Mar 2014,-,-,-,Pre-Revenue
GRASIM,Mar 2015,-,-,-,Pre-Revenue
GRASIM,Mar 2016,-,-,-,Pre-Revenue
GRASIM,Mar 2017,-,-,-,Pre-Revenue
GRASIM,Mar 2018,-,-,-,Pre-Revenue
GRASIM,Mar 2019,-,-,-,Pre-Revenue
GRASIM,Mar 2020,-,-,-,Pre-Revenue
GRASIM,Mar 2021,-,-,-,Pre-Revenue
GRASIM,Mar 2022,-,-,-,Pre-Revenue
GRASIM,Mar 2023,-,-,-,Pre-Revenue
GRASIM,Mar 2024,-,-,-,Pre-Revenue
HAL,Mar 2017,-,-,-,Pre-Revenue
HAL,Mar 2018,-,-,-,Pre-Revenue
HAL,Mar 2019,-,-,-,Pre-Revenue
HAL,Mar 2020,-,-,-,Pre-Revenue
HAL,Mar 2021,-,-,-,Pre-Revenue
HAL,Mar 2022,-,-,-,Pre-Revenue
HAL,Mar 2023,-,-,-,Pre-Revenue
HAL,Mar 2024,-,-,-,Pre-Revenue
HAVELLS,Mar 2013,-,-,-,Pre-Revenue
HAVELLS,Mar 2014,-,-,-,Pre-Revenue
HAVELLS,Mar 2015,-,-,-,Pre-Revenue
HAVELLS,Mar 2016,-,-,-,Pre-Revenue
HAVELLS,Mar 2017,-,-,-,Pre-Revenue
HAVELLS,Mar 2018,-,-,-,Pre-Revenue
HAVELLS,Mar 2019,-,-,-,Pre-Revenue
HAVELLS,Mar 2020,-,-,-,Pre-Revenue
HAVELLS,Mar 2021,-,-,-,Pre-Revenue
HAVELLS,Mar 2022,-,-,-,Pre-Revenue
HAVELLS,Mar 2023,-,-,-,Pre-Revenue
HAVELLS,Mar 2024,-,-,-,Pre-Revenue
HCLTECH,Jun 2013,-,-,-,Pre-Revenue
